,index,Unnamed: 0,Close,High,Low,Open,Volume,date,weekday,month,c-o,candle,cashopen,cash,action,diff,quantity
304,304,304,6779.399902,6783.049805,6684.399902,6695.450195,131500,17-04-2014,3,4,1.2538321480263026,5,66845.08103800005,67600.62840100004,long,755.5473629999979,9.0
305,305,305,6817.649902,6825.450195,6786.899902,6789.25,111800,21-04-2014,0,4,0.41830691166182,3,67600.62840100004,67345.02928300004,short,-255.599118000001,-9.0
306,306,306,6815.350098,6838.0,6806.25,6822.899902,114700,22-04-2014,1,4,-0.11065388776680052,2,67345.02928300004,67412.97751900004,short,67.948236000002,-9.0
307,307,307,6840.799805,6861.600098,6820.75,6823.25,183000,23-04-2014,2,4,0.2572059502436471,3,67412.97751900004,67255.02927400004,short,-157.94824499999686,-9.0
308,308,308,6782.75,6869.850098,6772.850098,6855.799805,154300,25-04-2014,4,4,-1.065518350560991,0,67255.02927400004,67912.47751900004,short,657.4482449999969,-9.0
309,309,309,6761.25,6786.25,6750.299805,6778.549805,118200,28-04-2014,0,4,-0.25521395427734345,2,67912.47751900004,68085.47556900003,short,172.9980499999965,-10.0
310,310,310,6715.25,6779.700195,6708.649902,6769.0,115500,29-04-2014,1,4,-0.7940611611759493,1,68085.47556900003,68622.97556900003,short,537.5,-10.0
311,311,311,6696.399902,6780.149902,6656.799805,6724.950195,161100,30-04-2014,2,4,-0.42454281700446456,2,68622.97556900003,68337.47263900003,long,-285.5029300000024,10.0
312,312,312,6694.799805,6737.649902,6689.5,6709.950195,114300,02-05-2014,4,5,-0.22578990245397337,2,68337.47263900003,68488.97653900004,short,151.50390000000698,-10.0
313,313,313,6699.350098,6741.049805,6680.450195,6681.649902,105000,05-05-2014,0,5,0.26490756414372485,3,68488.97653900004,68311.97457900005,short,-177.00195999999778,-10.0
314,314,314,6715.299805,6743.450195,6701.899902,6719.25,88300,06-05-2014,1,5,-0.05878922498791307,2,68311.97457900005,68351.47652900005,short,39.50195000000349,-10.0
315,315,315,6652.549805,6718.75,6642.899902,6708.600098,114100,07-05-2014,2,5,-0.8354990934205516,1,68351.47652900005,68911.97945900005,short,560.5029300000024,-10.0
316,316,316,6659.850098,6688.399902,6638.549805,6669.899902,101600,08-05-2014,3,5,-0.1506739853320249,2,68911.97945900005,68811.48141900005,long,-100.49804000000222,10.0
317,317,317,6858.799805,6871.350098,6652.149902,6654.149902,166400,09-05-2014,4,5,3.0755228844256886,5,68811.48141900005,66764.98238900006,short,-2046.4990299999954,-10.0
318,318,318,7014.25,7020.049805,6862.899902,6863.399902,157700,12-05-2014,0,5,2.1978917177191155,5,66764.98238900006,65407.33150700005,short,-1357.650881999999,-9.0
319,319,319,7108.75,7172.350098,7067.149902,7080.0,232200,13-05-2014,1,5,0.4060734463276836,3,65407.33150700005,65148.58150700005,short,-258.75,-9.0
320,320,320,7108.75,7142.25,7080.899902,7112.0,177200,14-05-2014,2,5,-0.04569741282339708,2,65148.58150700005,65177.83150700005,short,29.25,-9.0
321,321,321,7123.149902,7152.549805,7082.549805,7111.299805,186800,15-05-2014,3,5,0.16663756732163904,3,65177.83150700005,65071.180634000055,short,-106.65087300000414,-9.0
322,322,322,7203.0,7563.5,7130.649902,7270.200195,393200,16-05-2014,4,5,-0.9243238590075763,1,65071.180634000055,65608.78219400006,short,537.6015600000028,-8.0
323,323,323,7263.549805,7291.100098,7193.549805,7276.850098,316200,19-05-2014,0,5,-0.18277541547345805,2,65608.78219400006,65489.079557000056,long,-119.70263700000214,9.0
324,324,324,7275.5,7353.649902,7247.700195,7309.950195,255300,20-05-2014,1,5,-0.4712781083455842,2,65489.079557000056,65764.68111700006,short,275.6015600000028,-8.0
325,325,325,7252.899902,7287.149902,7206.700195,7274.850098,203100,21-05-2014,2,5,-0.3017271243298102,2,65764.68111700006,65962.23288100006,short,197.551763999998,-9.0
326,326,326,7276.399902,7319.549805,7258.149902,7289.950195,240900,22-05-2014,3,5,-0.18587634534587158,2,65962.23288100006,66084.18551800007,short,121.95263700000214,-9.0
327,327,327,7367.100098,7381.0,7293.899902,7306.5,259600,23-05-2014,4,5,0.829399822076232,4,66084.18551800007,65538.78463600007,short,-545.400881999999,-9.0
328,328,328,7359.049805,7504.0,7269.049805,7428.75,273200,26-05-2014,0,5,-0.9382493016994832,1,65538.78463600007,66096.38619600006,short,557.6015600000028,-8.0
329,329,329,7318.0,7372.950195,7274.75,7363.100098,168600,27-05-2014,1,5,-0.612515073810421,1,66096.38619600006,65735.58541200007,long,-360.8007839999991,8.0
330,330,330,7329.649902,7344.75,7302.600098,7324.950195,175600,28-05-2014,2,5,0.06416025877155827,3,65735.58541200007,65773.18306800007,long,37.597655999998096,8.0
331,331,331,7235.649902,7325.399902,7224.399902,7316.600098,241100,29-05-2014,3,5,-1.1063908771251225,0,65773.18306800007,66420.78463600007,short,647.6015679999982,-8.0
332,332,332,7229.950195,7272.5,7118.450195,7254.850098,312200,30-05-2014,4,5,-0.3432173327311599,2,66420.78463600007,66644.88376300006,short,224.09912699999586,-9.0
333,333,333,7362.5,7368.600098,7239.5,7264.049805,169900,02-06-2014,0,6,1.3553072685739984,5,66644.88376300006,65758.83200800006,short,-886.0517550000031,-9.0
334,334,334,7415.850098,7424.950195,7342.149902,7375.350098,234700,03-06-2014,1,6,0.5491264748365305,4,65758.83200800006,65434.832008000056,short,-324.0,-8.0
335,335,335,7402.25,7433.299805,7391.350098,7417.549805,204600,04-06-2014,2,6,-0.20626494465445186,2,65434.832008000056,65557.23044800005,short,122.39843999999721,-8.0
336,336,336,7474.100098,7484.700195,7360.5,7399.75,250700,05-06-2014,3,6,1.004764998817526,5,65557.23044800005,64962.42966400005,short,-594.8007839999991,-8.0
337,337,337,7583.399902,7592.700195,7497.649902,7521.5,248400,06-06-2014,4,6,0.8229728378647891,4,64962.42966400005,64467.230448000046,short,-495.1992160000009,-8.0
338,338,338,7654.600098,7673.700195,7580.25,7621.649902,231900,09-06-2014,0,6,0.43232366250978416,3,64467.230448000046,64203.62888000005,short,-263.6015679999982,-8.0
339,339,339,7656.399902,7683.200195,7579.299805,7679.049805,188700,10-06-2014,1,6,-0.2949571050477064,2,64203.62888000005,64384.828104000044,short,181.19922399999632,-8.0
340,340,340,7626.850098,7700.049805,7589.049805,7672.399902,186200,11-06-2014,2,6,-0.5936839135317561,1,64384.828104000044,64749.226536000046,short,364.3984320000018,-8.0
341,341,341,7649.899902,7658.0,7593.799805,7641.299805,148200,12-06-2014,3,6,0.11254756676832758,3,64749.226536000046,64818.02731200005,long,68.80077600000368,8.0
342,342,342,7542.100098,7678.5,7525.350098,7668.200195,174500,13-06-2014,4,6,-1.644454941098476,0,64818.02731200005,65826.82808800005,short,1008.8007760000037,-8.0
343,343,343,7533.549805,7548.600098,7487.549805,7534.799805,155400,16-06-2014,0,6,-0.01658969093207381,2,65826.82808800005,65836.82808800005,short,10.0,-8.0
344,344,344,7631.700195,7637.600098,7509.25,7525.049805,158000,17-06-2014,1,6,1.4172715498724957,5,65836.82808800005,64983.62496800005,short,-853.2031200000056,-8.0
345,345,345,7558.200195,7663.0,7515.5,7636.049805,165100,18-06-2014,2,6,-1.0195010769707689,0,64983.62496800005,65606.42184800004,short,622.7968799999944,-8.0
346,346,346,7540.700195,7606.450195,7502.549805,7580.049805,148900,19-06-2014,3,6,-0.519120731555659,1,65606.42184800004,65921.21872800004,short,314.7968799999944,-8.0
347,347,347,7511.450195,7560.549805,7497.299805,7543.299805,124100,20-06-2014,4,6,-0.42222383868248364,2,65921.21872800004,65666.42184800004,long,-254.79687999999442,8.0
348,348,348,7493.350098,7534.799805,7441.600098,7514.0,127400,23-06-2014,0,6,-0.27481903114187,2,65666.42184800004,65831.62106400004,short,165.1992160000009,-8.0
349,349,349,7580.200195,7593.350098,7515.200195,7515.200195,137000,24-06-2014,1,6,0.8649137523075657,4,65831.62106400004,65311.621064000035,short,-520.0,-8.0
350,350,350,7569.25,7589.25,7557.049805,7588.549805,115000,25-06-2014,2,6,-0.2543279743289456,2,65311.621064000035,65466.01950400003,short,154.3984399999972,-8.0
351,351,351,7493.200195,7570.200195,7481.299805,7554.100098,171700,26-06-2014,3,6,-0.8061834263504559,1,65466.01950400003,65953.21872800004,short,487.1992239999963,-8.0
352,352,352,7508.799805,7538.75,7482.299805,7514.200195,126700,27-06-2014,4,6,-0.07186912591967079,2,65953.21872800004,65910.01560800003,long,-43.20312000000558,8.0
353,353,353,7611.350098,7623.649902,7531.600098,7534.049805,152300,30-06-2014,0,6,1.0260125032449297,5,65910.01560800003,65291.61326400003,short,-618.4023440000019,-8.0
354,354,354,7634.700195,7649.5,7618.149902,7629.0,139400,01-07-2014,1,7,0.07471745969328022,3,65291.61326400003,65246.011704000026,short,-45.60156000000279,-8.0
355,355,355,7725.149902,7732.399902,7677.299805,7683.049805,136300,02-07-2014,2,7,0.5479607456481985,4,65246.011704000026,64909.21092800002,short,-336.8007760000037,-8.0
356,356,356,7714.799805,7754.649902,7706.799805,7734.350098,133800,03-07-2014,3,7,-0.25277227888941417,2,64909.21092800002,65065.613272000024,short,156.4023440000019,-8.0
357,357,357,7751.600098,7758.0,7661.299805,7718.100098,113100,04-07-2014,4,7,0.4340446427830198,3,65065.613272000024,64797.613272000024,short,-268.0,-8.0
358,358,358,7787.149902,7792.0,7755.100098,7780.399902,173900,07-07-2014,0,7,0.08675646605600401,3,64797.613272000024,64743.613272000024,short,-54.0,-8.0
359,359,359,7623.200195,7808.850098,7595.899902,7804.049805,180600,08-07-2014,1,7,-2.317381545721687,0,64743.613272000024,66190.41015200003,short,1446.7968799999944,-8.0
360,360,360,7585.0,7650.100098,7551.649902,7637.950195,168300,09-07-2014,2,7,-0.6932513782907738,1,66190.41015200003,66614.01171200004,short,423.6015600000028,-8.0
361,361,361,7567.75,7731.049805,7479.049805,7589.5,258400,10-07-2014,3,7,-0.2865801436194743,2,66614.01171200004,66440.01171200004,long,-174.0,8.0
362,362,362,7459.600098,7625.850098,7447.200195,7584.100098,187600,11-07-2014,4,7,-1.6415922573705461,0,66440.01171200004,67436.01171200004,short,996.0,-8.0
363,363,363,7454.149902,7478.450195,7422.149902,7469.0,135200,14-07-2014,0,7,-0.19882310884991147,2,67436.01171200004,67569.66259400004,short,133.650881999999,-9.0
364,364,364,7526.649902,7534.899902,7459.149902,7491.299805,122100,15-07-2014,1,7,0.4718820220812196,3,67569.66259400004,67251.51172100003,short,-318.15087300000414,-9.0
365,365,365,7624.399902,7640.100098,7532.450195,7564.149902,168000,16-07-2014,2,7,0.796520438920302,4,67251.51172100003,66769.51172100003,short,-482.0,-8.0
366,366,366,7640.450195,7655.649902,7612.700195,7612.700195,141600,17-07-2014,3,7,0.36452243342284935,3,66769.51172100003,66547.51172100003,short,-222.0,-8.0
367,367,367,7663.899902,7685.0,7595.5,7630.25,134600,18-07-2014,4,7,0.4410065463123765,3,66547.51172100003,66278.31250500004,short,-269.1992160000009,-8.0
368,368,368,7684.200195,7722.100098,7674.0,7701.649902,105400,21-07-2014,0,7,-0.22657102337861842,2,66278.31250500004,66417.91016100004,short,139.5976559999981,-8.0
369,369,369,7767.850098,7773.850098,7704.799805,7708.200195,120100,22-07-2014,1,7,0.7738499453957103,4,66417.91016100004,65940.71093700004,short,-477.1992239999963,-8.0
370,370,370,7795.75,7809.200195,7752.899902,7794.899902,122100,23-07-2014,2,7,0.010905823175250429,3,65940.71093700004,65933.91015300003,short,-6.800783999999112,-8.0
371,371,371,7830.600098,7835.649902,7771.649902,7796.25,117600,24-07-2014,3,7,0.44059769761102946,3,65933.91015300003,65659.10936900004,short,-274.8007839999991,-8.0
372,372,372,7790.450195,7840.950195,7748.600098,7828.200195,153900,25-07-2014,4,7,-0.48223089675340114,2,65659.10936900004,65961.10936900004,short,302.0,-8.0
373,373,373,7748.700195,7799.899902,7722.649902,7792.899902,116500,28-07-2014,0,7,-0.5671791958813198,1,65961.10936900004,66314.70702500004,short,353.5976559999981,-8.0
374,374,374,7791.399902,7798.700195,7707.600098,7746.200195,178100,30-07-2014,2,7,0.5835081183310389,4,66314.70702500004,66676.30468100004,long,361.5976559999981,8.0
375,375,375,7721.299805,7791.850098,7711.149902,7784.649902,208900,31-07-2014,3,7,-0.8137822226754836,1,66676.30468100004,67183.10545700004,short,506.8007760000037,-8.0
376,376,376,7602.600098,7716.700195,7593.899902,7662.5,181100,01-08-2014,4,8,-0.7817279216965756,1,67183.10545700004,66703.90624100005,long,-479.1992160000009,8.0
377,377,377,7683.649902,7694.799805,7622.049805,7639.549805,137000,04-08-2014,0,8,0.5772604161980519,4,66703.90624100005,67056.70701700005,long,352.8007760000037,8.0
378,378,378,7746.549805,7752.450195,7638.049805,7706.649902,128200,05-08-2014,1,8,0.517733431612676,4,0.0,67056.70701700005,Hold,0,
379,379,379,7672.049805,7740.950195,7658.950195,7726.149902,116400,06-08-2014,2,8,-0.7002206491747727,1,67056.70701700005,67489.50779300006,short,432.8007760000037,-8.0
380,380,380,7649.25,7708.950195,7630.399902,7651.149902,116800,07-08-2014,3,8,-0.024831587726486436,2,67489.50779300006,67474.30857700005,long,-15.199216000000888,8.0
381,381,381,7568.549805,7592.450195,7540.100098,7588.700195,118400,08-08-2014,4,8,-0.26553150713843293,2,67474.30857700005,67635.51169700005,short,161.20312000000558,-8.0
382,382,382,7625.950195,7635.549805,7598.600098,7619.850098,107000,11-08-2014,0,8,0.08005534126716701,3,67635.51169700005,67586.71092100005,short,-48.80077600000368,-8.0
383,383,383,7727.049805,7735.75,7654.799805,7688.799805,120600,12-08-2014,1,8,0.4974768620601379,3,67586.71092100005,67280.71092100005,short,-306.0,-8.0
384,384,384,7739.549805,7757.100098,7695.700195,7717.299805,154100,13-08-2014,2,8,0.28831327747024077,3,67280.71092100005,67102.71092100005,short,-178.0,-8.0
385,385,385,7791.700195,7796.700195,7739.100098,7756.149902,127300,14-08-2014,3,8,0.4583497411625998,3,67102.71092100005,66818.30857700005,short,-284.4023440000019,-8.0
386,386,386,7874.25,7880.5,7779.200195,7785.25,126700,18-08-2014,0,8,1.1431874377829871,5,66818.30857700005,66106.30857700005,short,-712.0,-8.0
387,387,387,7897.5,7918.549805,7881.149902,7901.0,140600,19-08-2014,1,8,-0.04429819010251867,2,66106.30857700005,66134.30857700005,short,28.0,-8.0
388,388,388,7875.299805,7922.700195,7864.049805,7915.799805,117300,20-08-2014,2,8,-0.5116349705359938,1,66134.30857700005,66458.30857700005,short,324.0,-8.0
389,389,389,7891.100098,7919.649902,7855.950195,7875.350098,115200,21-08-2014,3,8,0.19999110901748762,3,66458.30857700005,66584.30857700005,long,126.0,8.0
390,390,390,7913.200195,7929.049805,7900.049805,7904.549805,104100,22-08-2014,4,8,0.10943558094262268,3,66584.30857700005,66515.10545700004,short,-69.20312000000558,-8.0
391,391,391,7906.299805,7968.25,7897.950195,7931.75,118500,25-08-2014,0,8,-0.3208648154568708,2,66515.10545700004,66718.70701700004,short,203.6015600000028,-8.0
392,392,392,7904.75,7915.450195,7862.450195,7874.5,142800,26-08-2014,1,8,0.38415137469045657,3,66718.70701700004,66476.70701700004,short,-242.0,-8.0
393,393,393,7936.049805,7946.850098,7916.549805,7933.899902,120000,27-08-2014,2,8,0.027097682433043883,3,66476.70701700004,66459.50779300004,short,-17.19922399999632,-8.0
394,394,394,7954.350098,7967.799805,7939.200195,7942.25,189700,28-08-2014,3,8,0.15235100884509917,3,66459.50779300004,66362.70700900003,short,-96.80078399999911,-8.0
395,395,395,8027.700195,8035.0,7984.0,7990.350098,139300,01-09-2014,0,9,0.46744005634182745,3,66362.70700900003,66063.90623300003,short,-298.8007760000037,-8.0
396,396,396,8083.049805,8101.950195,8036.549805,8038.600098,134900,02-09-2014,1,9,0.5529533309047036,4,66063.90623300003,65708.30857700003,short,-355.5976559999981,-8.0
397,397,397,8114.600098,8141.899902,8092.25,8110.850098,150700,03-09-2014,2,9,0.04623436452024538,3,65708.30857700003,65678.30857700003,short,-30.0,-8.0
398,398,398,8095.950195,8114.799805,8060.899902,8114.200195,141300,04-09-2014,3,9,-0.22491434228164245,2,65678.30857700003,65824.30857700003,short,146.0,-8.0
399,399,399,8086.850098,8122.700195,8049.850098,8099.899902,126000,05-09-2014,4,9,-0.16111068232803727,2,65824.30857700003,65928.70700900003,short,104.39843200000178,-8.0
400,400,400,8173.899902,8180.200195,8126.149902,8132.950195,120700,08-09-2014,0,9,0.5035037227348932,4,65928.70700900003,65601.10935300004,short,-327.5976559999981,-8.0
401,401,401,8152.950195,8174.549805,8126.5,8161.899902,104700,09-09-2014,1,9,-0.10965225140541991,2,65601.10935300004,65672.70700900003,short,71.5976559999981,-8.0
402,402,402,8094.100098,8135.75,8082.100098,8135.549805,107100,10-09-2014,2,9,-0.5094887007455271,1,65672.70700900003,66004.30466500003,short,331.5976559999981,-8.0
403,403,403,8085.700195,8127.950195,8057.299805,8115.149902,122800,11-09-2014,3,9,-0.3628978805769417,2,66004.30466500003,65768.70700900003,long,-235.5976559999981,8.0
404,404,404,8105.5,8114.299805,8071.600098,8087.049805,111400,12-09-2014,4,9,0.22814494092262302,3,65768.70700900003,65621.10544900002,short,-147.6015600000028,-8.0
405,405,405,8042.0,8077.299805,8030.0,8070.350098,96500,15-09-2014,0,9,-0.35128708985036017,2,65621.10544900002,65847.90623300002,short,226.8007839999991,-8.0
406,406,406,7932.899902,8044.899902,7925.149902,8036.600098,128000,16-09-2014,1,9,-1.2903490871196486,0,65847.90623300002,66677.50780100001,short,829.6015679999982,-8.0
407,407,407,7975.5,7990.649902,7936.950195,7971.5,123700,17-09-2014,2,9,0.050178761839051615,3,66677.50780100001,66645.50780100001,short,-32.0,-8.0
408,408,408,8114.75,8120.850098,7939.700195,7950.649902,116900,18-09-2014,3,9,2.0639834481797545,5,66645.50780100001,65332.707017000015,short,-1312.800783999999,-8.0
409,409,409,8121.450195,8160.899902,8105.350098,8129.399902,161300,19-09-2014,4,9,-0.09778959204656631,2,65332.707017000015,65396.30467300001,short,63.597655999998096,-8.0
410,410,410,8146.299805,8159.899902,8064.799805,8084.450195,105500,22-09-2014,0,9,0.7650441094714333,4,65396.30467300001,64901.50779300002,short,-494.7968799999944,-8.0
411,411,411,8017.549805,8159.75,8008.100098,8144.399902,140800,23-09-2014,1,9,-1.5575131197677339,0,64901.50779300002,65789.45847200003,short,887.9506790000032,-7.0
412,412,412,8002.399902,8042.049805,7950.049805,8015.549805,182200,24-09-2014,2,9,-0.16405490976797119,2,65789.45847200003,65894.65769600002,short,105.19922399999632,-8.0
413,413,413,7911.850098,8019.299805,7877.350098,8003.299805,231900,25-09-2014,3,9,-1.1426500222179266,0,65894.65769600002,66626.25535200002,short,731.5976559999981,-8.0
414,414,414,7968.850098,7993.299805,7841.799805,7885.850098,147800,26-09-2014,4,9,1.0525181048147285,5,66626.25535200002,65962.25535200002,short,-664.0,-8.0
415,415,415,7958.899902,7991.75,7934.700195,7978.450195,97300,29-09-2014,0,9,-0.24503872960505757,2,65962.25535200002,66118.65769600002,short,156.4023440000019,-8.0
416,416,416,7964.799805,8030.899902,7923.850098,7948.799805,141100,30-09-2014,1,9,0.20128824970450995,3,66118.65769600002,65990.65769600002,short,-128.0,-8.0
417,417,417,7945.549805,7977.5,7936.700195,7960.5,113000,01-10-2014,2,10,-0.1878047233214038,2,65990.65769600002,66110.25925600002,short,119.60156000000279,-8.0
418,418,418,7852.399902,7943.049805,7842.700195,7897.399902,148200,07-10-2014,1,10,-0.5698077919114092,1,66110.25925600002,66470.25925600002,short,360.0,-8.0
419,419,419,7842.700195,7869.899902,7815.75,7828.75,135900,08-10-2014,2,10,0.1781918569375743,3,66470.25925600002,66581.86081600003,long,111.60156000000279,8.0
420,420,420,7960.549805,7972.350098,7886.5,7886.5,123800,09-10-2014,3,10,0.9389438280606054,4,66581.86081600003,65989.46237600004,short,-592.3984399999972,-8.0
421,421,421,7859.950195,7924.049805,7848.450195,7911.0,142900,10-10-2014,4,10,-0.6453015421564866,1,65989.46237600004,66397.86081600003,short,408.3984399999972,-8.0
422,422,422,7884.25,7901.149902,7796.0,7831.0,118800,13-10-2014,0,10,0.6799897841910356,4,66397.86081600003,66823.86081600003,long,426.0,8.0
423,423,423,7864.0,7928.0,7825.450195,7923.25,225500,14-10-2014,1,10,-0.7477991985611965,1,66823.86081600003,67297.86081600003,short,474.0,-8.0
424,424,424,7748.200195,7893.899902,7729.649902,7837.299805,213500,16-10-2014,3,10,-1.1368661684111663,0,67297.86081600003,66585.06393600004,long,-712.7968799999944,8.0
425,425,425,7779.700195,7819.200195,7723.850098,7733.75,177600,17-10-2014,4,10,0.59415154355908,4,66585.06393600004,66217.46237600004,short,-367.6015600000028,-8.0
426,426,426,7879.399902,7905.950195,7856.950195,7896.950195,176200,20-10-2014,0,10,-0.2222414041703379,2,66217.46237600004,66357.86472000004,short,140.4023440000019,-8.0
427,427,427,7927.75,7936.600098,7874.350098,7906.149902,163400,21-10-2014,1,10,0.2732062795133161,3,0.0,66357.86472000004,Hold,0,
428,428,428,7995.899902,8005.0,7974.549805,7997.799805,151100,22-10-2014,2,10,-0.023755320792248062,2,66357.86472000004,66373.06394400004,short,15.19922399999632,-8.0
429,429,429,7991.700195,8064.399902,7985.649902,8064.350098,132800,27-10-2014,0,10,-0.9008773443258259,1,66373.06394400004,66954.26316800003,short,581.1992239999963,-8.0
430,430,430,8027.600098,8037.799805,7995.049805,8002.399902,124100,28-10-2014,1,10,0.31490798146318105,3,66954.26316800003,67155.86473600003,long,201.60156799999822,8.0
431,431,431,8090.450195,8097.950195,8052.25,8077.049805,148300,29-10-2014,2,10,0.16590698737186627,3,67155.86473600003,67048.66161600003,short,-107.20312000000558,-8.0
432,432,432,8169.200195,8181.549805,8085.200195,8085.200195,205700,30-10-2014,3,10,1.038935313586258,5,67048.66161600003,66376.66161600003,short,-672.0,-8.0
433,433,433,8322.200195,8330.75,8198.049805,8200.799805,176200,31-10-2014,4,10,1.4803481719670986,5,66376.66161600003,65405.458496000036,short,-971.203119999991,-8.0
434,434,434,8324.150391,8350.599609,8297.650391,8348.150391,141100,03-11-2014,0,11,-0.2874888313688503,2,65405.458496000036,65573.45849600004,short,168.0,-7.0
435,435,435,8338.299805,8365.549805,8323.5,8351.25,161600,05-11-2014,2,11,-0.15506894177517663,2,65573.45849600004,65664.10986100003,short,90.65136499999608,-7.0
436,436,436,8337.0,8360.349609,8290.25,8331.849609,153400,07-11-2014,4,11,0.06181569809464401,3,65664.10986100003,65628.05712400004,short,-36.05273699999452,-7.0
437,437,437,8344.25,8383.049805,8304.450195,8337.799805,130700,10-11-2014,0,11,0.07736087638049784,3,65628.05712400004,65582.90575900004,short,-45.151364999996076,-7.0
438,438,438,8362.650391,8378.700195,8321.849609,8354.099609,122000,11-11-2014,1,11,0.10235432183243955,3,65582.90575900004,65523.05028500006,short,-59.855473999989044,-7.0
439,439,439,8383.299805,8415.049805,8370.5,8378.900391,125200,12-11-2014,2,11,0.052505863474959925,3,65523.05028500006,65492.25438700005,short,-30.7958980000094,-7.0
440,440,440,8357.849609,8408.0,8320.349609,8405.25,127400,13-11-2014,3,11,-0.5639379078552003,1,65492.25438700005,65824.05712400004,short,331.8027369999945,-7.0
441,441,441,8389.900391,8400.650391,8346.799805,8360.700195,146800,14-11-2014,4,11,0.34925538912951987,3,65824.05712400004,66028.45849600004,long,204.40137199999845,7.0
442,442,442,8430.75,8438.099609,8349.099609,8378.400391,113900,17-11-2014,0,11,0.6248162722831228,4,0.0,66028.45849600004,Hold,0,
443,443,443,8425.900391,8454.5,8407.25,8441.25,134700,18-11-2014,1,11,-0.18184047386347735,2,66028.45849600004,66135.90575900004,short,107.44726300000548,-7.0
444,444,444,8382.299805,8455.650391,8360.5,8440.650391,125400,19-11-2014,2,11,-0.6913043817359864,1,66135.90575900004,66544.35986100003,short,408.4541019999906,-7.0
445,445,445,8401.900391,8410.849609,8353.150391,8406.5,122800,20-11-2014,3,11,-0.054714911080720664,2,66544.35986100003,66512.16259800002,long,-32.19726300000548,7.0
446,446,446,8477.349609,8489.799805,8398.599609,8408.200195,137000,21-11-2014,4,11,0.822404467024008,4,66512.16259800002,66028.11670000001,short,-484.0458980000094,-7.0
447,447,447,8530.150391,8534.650391,8490.799805,8490.950195,140700,24-11-2014,0,11,0.4616703089729969,3,66028.11670000001,65753.71532800002,short,-274.40137199999845,-7.0
448,448,448,8463.099609,8535.349609,8429.450195,8530.799805,271900,25-11-2014,1,11,-0.7935972892051681,1,65753.71532800002,66227.61670000001,short,473.90137199999845,-7.0
449,449,449,8475.75,8500.299805,8438.650391,8450.299805,151900,26-11-2014,2,11,0.30117505398969024,3,66227.61670000001,66405.76806500001,long,178.15136499999608,7.0
450,450,450,8494.200195,8506.75,8456.349609,8477.799805,194300,27-11-2014,3,11,0.19345101768416761,3,66405.76806500001,66290.96533500002,short,-114.80272999999215,-7.0
451,451,451,8588.25,8617.0,8516.25,8516.799805,197200,28-11-2014,4,11,0.8389324233974929,4,66290.96533500002,65790.81397000002,short,-500.1513649999961,-7.0
452,452,452,8555.900391,8623.0,8545.150391,8605.099609,152000,01-12-2014,0,12,-0.5717448982059954,1,65790.81397000002,66135.20849600004,short,344.39452600001096,-7.0
453,453,453,8524.700195,8560.200195,8504.650391,8535.450195,137400,02-12-2014,1,12,-0.12594531927908462,2,66135.20849600004,66059.95849600004,long,-75.25,7.0
454,454,454,8537.650391,8546.950195,8508.349609,8528.700195,153200,03-12-2014,2,12,0.10494208725084371,3,66059.95849600004,65997.30712400004,short,-62.651371999998446,-7.0
455,455,455,8564.400391,8626.950195,8526.400391,8582.400391,143500,04-12-2014,3,12,-0.20973153406913803,2,65997.30712400004,66123.30712400004,short,126.0,-7.0
456,456,456,8538.299805,8588.349609,8523.900391,8584.25,143300,05-12-2014,4,12,-0.5352849113201438,1,66123.30712400004,66444.95848900004,short,321.6513649999961,-7.0
457,457,457,8438.25,8546.349609,8432.25,8538.650391,163800,08-12-2014,0,12,-1.1758344281881399,0,66444.95848900004,65742.15575200005,long,-702.8027369999945,7.0
458,458,458,8340.700195,8444.5,8330.5,8439.299805,146300,09-12-2014,1,12,-1.1683387517716124,0,65742.15575200005,66432.35302200005,short,690.1972700000078,-7.0
459,459,459,8355.650391,8376.799805,8317.0,8318.049805,136700,10-12-2014,2,12,0.45203607674237356,3,66432.35302200005,66169.14892000007,short,-263.2041019999906,-7.0
460,460,460,8292.900391,8348.299805,8272.400391,8338.849609,133900,11-12-2014,3,12,-0.5510258627330229,1,66169.14892000007,66490.79344600008,short,321.64452600001096,-7.0
461,461,461,8224.099609,8321.900391,8216.299805,8302.0,138100,12-12-2014,4,12,-0.9383328234160349,1,66490.79344600008,65867.59031800009,long,-623.2031279999937,8.0
462,462,462,8219.599609,8242.400391,8152.5,8160.75,137100,15-12-2014,0,12,0.7211299084030363,4,65867.59031800009,66338.3871900001,long,470.79687200000626,8.0
463,463,463,8067.600098,8189.350098,8052.600098,8172.600098,197300,16-12-2014,1,12,-1.2847808376883094,0,66338.3871900001,67178.3871900001,short,840.0,-8.0
464,464,464,8029.799805,8082.0,7961.350098,8041.200195,216200,17-12-2014,2,12,-0.14177473167611762,2,67178.3871900001,67269.5903100001,short,91.20312000000558,-8.0
465,465,465,8159.299805,8174.299805,8084.899902,8138.899902,162100,18-12-2014,3,12,0.2506469331928582,3,67269.5903100001,67106.3910860001,short,-163.19922399999632,-8.0
466,466,466,8225.200195,8263.450195,8208.599609,8230.450195,174800,19-12-2014,4,12,-0.06378751921965795,2,67106.3910860001,67148.3910860001,short,42.0,-8.0
467,467,467,8324.0,8330.950195,8228.200195,8255.0,139200,22-12-2014,0,12,0.8358570563294972,4,67148.3910860001,66596.3910860001,short,-552.0,-8.0
