,index,Unnamed: 0,Close,High,Low,Open,Volume,date,weekday,month,c-o,candle,cashopen,cash,action,diff,quantity
29,29,29,5719.700195,5739.450195,5679.899902,5702.450195,174500,01-03-2013,4,3,0.30250154600429613,3,65330.48339999999,65140.73339999999,short,-189.75,-11.0
30,30,30,5698.5,5712.0,5663.600098,5704.700195,144900,04-03-2013,0,3,-0.10868572910167364,2,65140.73339999999,65208.93554499999,short,68.20214500000384,-11.0
31,31,31,5784.25,5790.100098,5722.399902,5722.450195,154400,05-03-2013,1,3,1.0799535669877447,5,65208.93554499999,64529.137689999996,short,-679.7978549999962,-11.0
32,32,32,5818.600098,5828.700195,5795.049805,5816.399902,156900,06-03-2013,2,3,0.037827454044953635,3,64529.137689999996,64504.935534,short,-24.202155999997558,-11.0
33,33,33,5863.299805,5878.0,5801.299805,5801.299805,134700,07-03-2013,3,3,1.0687260111357062,5,64504.935534,63822.935534,short,-682.0,-11.0
34,34,34,5945.700195,5952.850098,5883.0,5883.649902,150800,08-03-2013,4,3,1.0546224543188367,5,63822.935534,63202.432603999994,short,-620.5029300000024,-10.0
35,35,35,5942.350098,5971.200195,5930.350098,5946.100098,125400,11-03-2013,0,3,-0.06306654678183657,2,63202.432603999994,63239.932603999994,short,37.5,-10.0
36,36,36,5914.100098,5952.0,5893.649902,5944.600098,115900,12-03-2013,1,3,-0.5130706775424879,1,63239.932603999994,63544.932603999994,short,305.0,-10.0
37,37,37,5851.200195,5893.850098,5842.25,5884.799805,116700,13-03-2013,2,3,-0.5709558712847208,1,63544.932603999994,63208.936504,long,-335.996099999993,10.0
38,38,38,5908.950195,5920.149902,5791.75,5845.950195,149000,14-03-2013,3,3,1.0776691196220496,5,63208.936504,63838.936504,long,630.0,10.0
39,39,39,5872.600098,5945.649902,5861.0,5914.899902,152200,15-03-2013,4,3,-0.7151398113380992,1,63838.936504,64261.934544,short,422.9980400000022,-10.0
40,40,40,5835.25,5850.200195,5814.350098,5816.75,102700,18-03-2013,0,3,0.31804701938367647,3,64261.934544,64465.434544,long,203.5,11.0
41,41,41,5745.950195,5863.600098,5724.299805,5859.5,182300,19-03-2013,1,3,-1.9378753306596066,0,64465.434544,65714.482399,short,1249.0478549999962,-11.0
42,42,42,5694.399902,5745.299805,5682.299805,5740.549805,187600,20-03-2013,2,3,-0.8039282746019054,1,65714.482399,66222.13133199999,short,507.64893299999494,-11.0
43,43,43,5658.75,5757.75,5647.950195,5705.899902,179200,21-03-2013,3,3,-0.8263359471741415,1,66222.13133199999,65703.48240999998,long,-518.6489220000012,11.0
44,44,44,5651.350098,5691.450195,5631.799805,5659.799805,165300,22-03-2013,4,3,-0.14929339006894013,2,65703.48240999998,65610.53563299999,long,-92.94677699999738,11.0
45,45,45,5633.850098,5718.399902,5624.399902,5707.299805,150400,25-03-2013,0,3,-1.286943204484415,0,65610.53563299999,66418.48241,short,807.9467769999974,-11.0
46,46,46,5641.600098,5655.299805,5612.049805,5613.75,126500,26-03-2013,1,3,0.4961050634602519,3,66418.48241,66112.131332,short,-306.3510779999988,-11.0
47,47,47,5682.549805,5692.950195,5604.850098,5647.75,209700,28-03-2013,3,3,0.6161711300960498,4,66112.131332,65729.33347700001,short,-382.79785499999616,-11.0
48,48,48,5704.399902,5720.950195,5675.899902,5697.350098,97800,01-04-2013,0,4,0.12373829725638572,3,65729.33347700001,65651.785633,short,-77.54784400000244,-11.0
49,49,49,5748.100098,5754.600098,5687.149902,5701.700195,106400,02-04-2013,1,4,0.8137906486330002,4,65651.785633,65141.38670000001,short,-510.39893299999494,-11.0
50,50,50,5672.899902,5744.950195,5650.100098,5740.200195,140700,03-04-2013,2,4,-1.172438080794153,0,65141.38670000001,65881.68992300001,short,740.3032230000026,-11.0
51,51,51,5574.75,5644.450195,5565.649902,5640.649902,134600,04-04-2013,3,4,-1.1683033541336085,0,65881.68992300001,66606.58884500002,short,724.8989220000012,-11.0
52,52,52,5553.25,5577.299805,5534.700195,5568.100098,137500,05-04-2013,4,4,-0.266699551707662,2,66606.58884500002,66769.93992300003,short,163.35107799999878,-11.0
53,53,53,5542.950195,5569.200195,5537.049805,5550.5,97000,08-04-2013,0,4,-0.136020268444278,2,66769.93992300003,66860.53758300003,short,90.59765999999581,-12.0
54,54,54,5495.100098,5603.049805,5487.0,5568.75,138200,09-04-2013,1,4,-1.322557162738498,0,66860.53758300003,67744.33640700002,short,883.7988240000013,-12.0
55,55,55,5558.700195,5569.25,5477.200195,5536.25,128600,10-04-2013,2,4,0.40551266651614987,3,67744.33640700002,67474.93406700002,short,-269.4023400000042,-12.0
56,56,56,5594.0,5610.649902,5542.850098,5601.649902,146800,11-04-2013,3,4,-0.13656515729890237,2,67474.93406700002,67566.73289100002,short,91.79882400000133,-12.0
57,57,57,5528.549805,5544.5,5494.899902,5520.700195,127300,12-04-2013,4,4,0.14218504397519274,3,67566.73289100002,67472.53757100002,short,-94.19531999999163,-12.0
58,58,58,5568.399902,5592.850098,5500.299805,5508.5,142900,15-04-2013,0,4,1.0874085867296017,5,67472.53757100002,66753.73874700002,short,-718.7988240000013,-12.0
59,59,59,5688.950195,5699.25,5555.850098,5562.450195,142700,16-04-2013,1,4,2.2741776656932386,5,66753.73874700002,65235.738747000025,short,-1518.0,-12.0
60,60,60,5688.700195,5732.149902,5669.0,5708.649902,154600,17-04-2013,2,4,-0.34946453789381043,2,65235.738747000025,65455.18552400002,short,219.44677699999738,-11.0
61,61,61,5783.100098,5794.350098,5681.850098,5682.700195,149900,18-04-2013,3,4,1.7667640303871344,5,65455.18552400002,64350.786591000026,short,-1104.398932999995,-11.0
62,62,62,5834.399902,5844.850098,5789.799805,5789.850098,135100,22-04-2013,0,4,0.7694465874926391,4,64350.786591000026,63860.738747000025,short,-490.04784400000244,-11.0
63,63,63,5836.899902,5844.299805,5791.549805,5843.100098,132200,23-04-2013,1,4,-0.10611141168233634,2,63860.738747000025,63922.74070700002,short,62.00195999999778,-10.0
64,64,64,5916.299805,5924.600098,5853.299805,5856.100098,199600,25-04-2013,3,4,1.0279828895096828,5,63922.74070700002,63320.74363700002,short,-601.9970699999976,-10.0
65,65,65,5871.450195,5907.049805,5860.5,5899.75,141300,26-04-2013,4,4,-0.47967803720496044,2,63320.74363700002,63603.741687000016,short,282.9980499999965,-10.0
66,66,66,5904.100098,5918.649902,5868.799805,5877.600098,118900,29-04-2013,0,4,0.4508642908355961,3,63603.741687000016,63338.741687000016,short,-265.0,-10.0
67,67,67,5930.200195,5962.299805,5867.799805,5932.600098,153200,30-04-2013,1,4,-0.04045280248720281,2,63338.741687000016,63362.74071700001,short,23.9990299999954,-10.0
68,68,68,5999.350098,6019.450195,5910.950195,5911.399902,162400,02-05-2013,3,5,1.4878065679542953,5,0.0,63362.74071700001,Hold,0,
69,69,69,5944.0,6000.299805,5930.149902,5993.5,145800,03-05-2013,4,5,-0.8258947192792191,1,63362.74071700001,62867.74071700001,long,-495.0,10.0
70,70,70,5971.049805,5976.5,5928.450195,5944.899902,110200,06-05-2013,0,5,0.43987120777596467,3,62867.74071700001,63129.23974700001,long,261.4990299999954,10.0
71,71,71,6043.549805,6050.5,5982.950195,5983.450195,136400,07-05-2013,1,5,1.0044306886722452,5,63129.23974700001,62528.24364700002,short,-600.996099999993,-10.0
72,72,72,6069.299805,6083.549805,6024.950195,6064.149902,122300,08-05-2013,2,5,0.08492374171524132,3,62528.24364700002,62476.744617000026,short,-51.4990299999954,-10.0
73,73,73,6050.149902,6084.700195,6040.450195,6078.350098,110000,09-05-2013,3,5,-0.46394491178253583,2,62476.744617000026,62758.74657700002,short,282.0019599999978,-10.0
74,74,74,6094.75,6105.299805,6045.600098,6046.25,111400,10-05-2013,4,5,0.8021500930328715,4,62758.74657700002,62273.74657700002,short,-485.0,-10.0
75,75,75,5980.450195,6104.950195,5972.899902,6098.200195,107900,13-05-2013,0,5,-1.930897580183492,0,62273.74657700002,63451.24657700002,short,1177.5,-10.0
76,76,76,5995.399902,6026.200195,5970.049805,5989.700195,119300,14-05-2013,1,5,0.09515846894570258,3,63451.24657700002,63394.24950700002,short,-56.99706999999762,-10.0
77,77,77,6146.75,6157.100098,6018.850098,6018.850098,153900,15-05-2013,2,5,2.124988991543416,5,63394.24950700002,62115.25048700002,short,-1278.999020000001,-10.0
78,78,78,6169.899902,6187.299805,6128.25,6128.25,158600,16-05-2013,3,5,0.6796377758740278,4,62115.25048700002,61698.75146700002,short,-416.4990200000011,-10.0
79,79,79,6187.299805,6199.950195,6146.149902,6172.950195,147300,17-05-2013,4,5,0.23245951363129866,3,61698.75146700002,61569.60497700002,short,-129.14648999999372,-9.0
80,80,80,6156.899902,6229.450195,6146.049805,6198.0,122300,20-05-2013,0,5,-0.6631187157147449,1,61569.60497700002,61939.50585900002,short,369.900881999999,-9.0
81,81,81,6114.100098,6180.25,6102.350098,6152.350098,130600,21-05-2013,1,5,-0.6217136442289634,1,61939.50585900002,61557.00585900002,long,-382.5,10.0
82,82,82,6094.5,6147.600098,6074.450195,6127.049805,133800,22-05-2013,2,5,-0.5312475993493193,1,61557.00585900002,61231.50780900002,long,-325.4980499999965,10.0
83,83,83,5967.049805,6081.450195,5955.700195,6050.399902,198900,23-05-2013,3,5,-1.377596495273784,0,61231.50780900002,60398.006839000016,long,-833.5009700000046,10.0
84,84,84,5983.549805,6015.299805,5936.799805,6010.700195,161600,24-05-2013,4,5,-0.45170095195541016,2,60398.006839000016,60669.51073900003,short,271.503900000007,-10.0
85,85,85,6083.149902,6099.899902,5975.549805,5989.399902,115100,27-05-2013,0,5,1.5652653276448394,5,60669.51073900003,59732.01073900003,short,-937.5,-10.0
86,86,86,6111.25,6127.649902,6055.399902,6086.350098,139700,28-05-2013,1,5,0.4091105769315229,3,59732.01073900003,59507.91162100003,short,-224.099118000001,-9.0
87,87,87,6104.299805,6125.049805,6069.799805,6120.450195,120200,29-05-2013,2,5,-0.26387585039405254,2,59507.91162100003,59653.26513100003,short,145.35351000000628,-9.0
88,88,88,6124.049805,6133.75,6072.149902,6072.149902,194100,30-05-2013,3,5,0.8547203846681244,4,59653.26513100003,59186.16600400003,short,-467.09912699999586,-9.0
89,89,89,5985.950195,6106.25,5975.549805,6098.700195,175300,31-05-2013,4,5,-1.8487545935187588,0,59186.16600400003,60200.91600400003,short,1014.75,-9.0
90,90,90,5939.299805,6011.0,5916.350098,5997.350098,112100,03-06-2013,0,6,-0.9679323709876281,1,60200.91600400003,60781.41893400003,short,580.5029300000024,-10.0
91,91,91,5919.450195,5981.600098,5910.25,5941.100098,114500,04-06-2013,1,6,-0.3644089923226125,2,60781.41893400003,60564.91990400003,long,-216.4990299999954,10.0
92,92,92,5923.850098,5935.200195,5883.700195,5908.299805,110200,05-06-2013,2,6,0.2631940408108698,3,60564.91990400003,60409.41697400003,short,-155.50293000000238,-10.0
93,93,93,5921.399902,5956.549805,5869.5,5895.0,114200,06-06-2013,3,6,0.4478354877014438,3,60409.41697400003,60145.417954000026,short,-263.9990200000011,-10.0
94,94,94,5881.0,5972.700195,5871.299805,5900.049805,118300,07-06-2013,4,6,-0.32287532528718466,2,60145.417954000026,60335.91600400002,short,190.4980499999965,-10.0
95,95,95,5878.0,5931.649902,5857.399902,5907.899902,100100,10-06-2013,0,6,-0.5061003486175876,1,60335.91600400002,60634.91502400002,short,298.9990200000011,-10.0
96,96,96,5788.799805,5868.049805,5780.350098,5848.75,180900,11-06-2013,1,6,-1.0250086770677556,0,60634.91502400002,60035.41307400002,long,-599.5019500000035,10.0
97,97,97,5760.200195,5792.899902,5738.600098,5771.75,140400,12-06-2013,2,6,-0.20010923896564564,2,60035.41307400002,60150.91112400001,short,115.49804999999651,-10.0
98,98,98,5699.100098,5729.850098,5683.100098,5709.350098,142000,13-06-2013,3,6,-0.17953006601558033,2,60150.91112400001,60253.41112400001,short,102.5,-10.0
99,99,99,5808.399902,5819.399902,5739.399902,5748.950195,124400,14-06-2013,4,6,1.0340967478150114,5,60253.41112400001,59658.914054000015,short,-594.4970699999976,-10.0
100,100,100,5850.049805,5854.899902,5770.25,5820.399902,107200,17-06-2013,0,6,0.5094135024950995,4,59658.914054000015,59362.41502400002,short,-296.4990299999954,-10.0
101,101,101,5813.600098,5863.399902,5804.299805,5841.899902,117500,18-06-2013,1,6,-0.48442808803197157,2,59362.41502400002,59645.41306400003,short,282.9980400000022,-10.0
102,102,102,5822.25,5828.399902,5777.899902,5805.75,115500,19-06-2013,2,6,0.2842010076217543,3,59645.41306400003,59480.41306400003,short,-165.0,-10.0
103,103,103,5655.899902,5755.0,5645.649902,5754.149902,198400,20-06-2013,3,6,-1.7074633381700872,0,59480.41306400003,60462.91306400003,short,982.5,-10.0
104,104,104,5667.649902,5686.149902,5616.850098,5639.899902,182400,21-06-2013,4,6,0.4920300090815335,3,60462.91306400003,60185.41306400003,short,-277.5,-10.0
105,105,105,5590.25,5640.0,5566.25,5638.049805,193500,24-06-2013,0,6,-0.847807427270495,1,60185.41306400003,60663.411114000024,short,477.9980499999965,-10.0
106,106,106,5609.100098,5666.25,5570.25,5606.950195,196600,25-06-2013,1,6,0.038343536597074054,3,60663.411114000024,60684.91014400002,long,21.4990299999954,10.0
107,107,107,5588.700195,5635.25,5579.350098,5627.950195,160100,26-06-2013,2,6,-0.6974119997520696,1,60684.91014400002,61077.41014400002,short,392.5,-10.0
108,108,108,5682.350098,5699.350098,5630.950195,5647.950195,239000,27-06-2013,3,6,0.6090688092549572,4,61077.41014400002,61421.40917400002,long,343.9990299999954,10.0
109,109,109,5842.200195,5852.950195,5749.5,5749.5,214400,28-06-2013,4,6,1.6123175058700818,5,61421.40917400002,60494.40722400002,short,-927.0019500000035,-10.0
110,110,110,5898.850098,5904.350098,5822.200195,5834.100098,144800,01-07-2013,0,7,1.109854114813647,5,60494.40722400002,59846.90722400002,short,-647.5,-10.0
111,111,111,5857.549805,5898.799805,5852.299805,5885.5,145700,02-07-2013,1,7,-0.47489924390451704,2,59846.90722400002,60126.40917400002,short,279.5019500000035,-10.0
112,112,112,5770.899902,5815.0,5760.399902,5811.950195,160500,03-07-2013,2,7,-0.7063084097884331,1,60126.40917400002,60536.912104000025,short,410.5029300000024,-10.0
113,113,113,5836.950195,5848.200195,5786.049805,5794.75,151900,04-07-2013,3,7,0.7282487596531403,4,60536.912104000025,60958.91405400003,long,422.0019500000035,10.0
114,114,114,5867.899902,5900.450195,5858.450195,5889.950195,123600,05-07-2013,4,7,-0.374371467838876,2,60958.91405400003,61179.41698400003,short,220.50293000000238,-10.0
115,115,115,5811.549805,5833.850098,5775.549805,5833.149902,127600,08-07-2013,0,7,-0.3702990213331305,2,61179.41698400003,61395.41795400004,short,216.0009700000046,-10.0
116,116,116,5859.0,5864.950195,5834.600098,5834.600098,110400,09-07-2013,1,7,0.4181932195895306,3,61395.41795400004,61151.41893400004,short,-243.9990200000011,-10.0
117,117,117,5816.700195,5879.350098,5802.850098,5869.899902,117500,10-07-2013,2,7,-0.9063137002025108,1,61151.41893400004,61683.416004000035,short,531.9970699999976,-10.0
118,118,118,5935.100098,5948.850098,5887.950195,5894.5,120200,11-07-2013,3,7,0.688779336669775,4,61683.416004000035,62089.41698400003,long,406.0009799999989,10.0
119,119,119,6009.0,6019.0,5951.149902,6000.5,127700,12-07-2013,4,7,0.14165486209482542,3,62089.41698400003,62004.41698400003,short,-85.0,-10.0
120,120,120,6030.799805,6038.200195,5980.950195,5991.200195,116300,15-07-2013,0,7,0.6609628907584735,4,62004.41698400003,61608.42088400004,short,-395.996099999993,-10.0
121,121,121,5955.25,5966.049805,5910.950195,5930.799805,151200,16-07-2013,1,7,0.41225797200889247,3,61608.42088400004,61363.91893400004,short,-244.5019500000035,-10.0
122,122,122,5973.299805,5989.799805,5926.75,5972.25,191500,17-07-2013,2,7,0.0175780484741873,3,61363.91893400004,61353.42088400004,short,-10.49804999999651,-10.0
123,123,123,6038.049805,6051.100098,5974.549805,5984.700195,171700,18-07-2013,3,7,0.8914332925911804,4,61353.42088400004,60819.92478400005,short,-533.496099999993,-10.0
124,124,124,6029.200195,6066.850098,6020.25,6057.200195,163300,19-07-2013,4,7,-0.4622597751204094,2,60819.92478400005,61099.92478400005,short,280.0,-10.0
125,125,125,6031.799805,6064.149902,6004.25,6009.75,115200,22-07-2013,0,7,0.36690053662797373,3,61099.92478400005,60879.42673400006,short,-220.4980499999965,-10.0
126,126,126,6077.799805,6093.350098,6061.299805,6064.299805,126500,23-07-2013,1,7,0.22261432373230106,3,60879.42673400006,60744.42673400006,short,-135.0,-10.0
127,127,127,5990.5,6047.25,5962.600098,6032.200195,151900,24-07-2013,2,7,-0.6912932868933132,1,60744.42673400006,61161.428684000064,short,417.0019500000035,-10.0
128,128,128,5907.5,5990.649902,5896.399902,5970.399902,237100,25-07-2013,3,7,-1.0535291275703245,0,61161.428684000064,60532.42966400007,long,-628.9990200000011,10.0
129,129,129,5886.200195,5944.5,5869.5,5937.950195,174500,26-07-2013,4,7,-0.8715128672445862,1,60532.42966400007,61049.92966400007,short,517.5,-10.0
130,130,130,5831.649902,5886.0,5825.799805,5869.950195,173400,29-07-2013,0,7,-0.6524807149577567,1,61049.92966400007,60666.926734000066,long,-383.0029300000024,10.0
131,131,131,5755.049805,5861.299805,5747.600098,5836.049805,181500,30-07-2013,1,7,-1.3879250984219456,0,60666.926734000066,59856.926734000066,long,-810.0,10.0
132,132,132,5742.0,5752.100098,5675.75,5738.350098,235500,31-07-2013,2,7,0.06360542556077609,3,59856.926734000066,59820.42771400006,short,-36.49902000000111,-10.0
133,133,133,5727.850098,5808.5,5676.850098,5776.899902,216800,01-08-2013,3,8,-0.8490679227974656,1,59820.42771400006,60310.92575400007,short,490.4980400000022,-10.0
134,134,134,5677.899902,5761.850098,5649.0,5750.049805,222500,02-08-2013,4,8,-1.2547700532482526,0,60310.92575400007,59589.42672400007,long,-721.4990299999954,10.0
135,135,135,5685.399902,5721.0,5661.5,5682.399902,197200,05-08-2013,0,8,0.05279459474409937,3,59589.42672400007,59559.42672400007,short,-30.0,-10.0
136,136,136,5542.25,5664.899902,5521.799805,5664.899902,216200,06-08-2013,1,8,-2.1650850698473665,0,59559.42672400007,60785.92574400007,short,1226.499020000001,-10.0
137,137,137,5519.100098,5561.450195,5486.850098,5549.299805,245000,07-08-2013,2,8,-0.5442075227723214,1,60785.92574400007,61087.92281400007,short,301.9970699999976,-10.0
138,138,138,5565.649902,5577.600098,5510.049805,5510.049805,204900,08-08-2013,3,8,1.0090670496217133,5,61087.92281400007,61699.523881000074,long,611.6010670000051,11.0
139,139,139,5612.399902,5644.100098,5557.100098,5606.700195,195700,12-08-2013,0,8,0.10165885104901282,3,61699.523881000074,61636.827104000076,short,-62.69677699999738,-11.0
140,140,140,5699.299805,5704.75,5578.899902,5600.25,223000,13-08-2013,1,8,1.7686675594839454,5,61636.827104000076,60547.27924900008,short,-1089.5478549999962,-11.0
141,141,141,5742.299805,5754.549805,5690.200195,5715.399902,223700,14-08-2013,2,8,0.4706565325479047,3,60547.27924900008,60278.28021900009,short,-268.9990299999954,-10.0
142,142,142,5507.850098,5716.600098,5496.049805,5705.450195,248100,16-08-2013,4,8,-3.4633567947568498,0,60278.28021900009,62254.281189000096,short,1976.0009700000046,-10.0
143,143,143,5414.75,5499.649902,5360.649902,5497.549805,219700,19-08-2013,0,8,-1.5061219622729667,0,62254.281189000096,63165.07904400009,short,910.7978549999962,-11.0
144,144,144,5401.450195,5417.799805,5306.350098,5353.450195,261100,20-08-2013,1,8,0.8966180360626294,4,63165.07904400009,62637.07904400009,short,-528.0,-11.0
145,145,145,5302.549805,5504.100098,5268.450195,5494.450195,255000,21-08-2013,2,8,-3.492622249531569,0,62637.07904400009,64747.9833340001,short,2110.9042900000077,-11.0
146,146,146,5408.450195,5418.950195,5254.049805,5282.799805,284500,22-08-2013,3,8,2.3784810070045936,5,64747.9833340001,63240.17865400009,short,-1507.8046800000084,-12.0
147,147,147,5471.75,5478.799805,5377.799805,5428.75,251500,23-08-2013,4,8,0.7920792079207921,4,63240.17865400009,62767.17865400009,short,-473.0,-11.0
148,148,148,5476.5,5528.700195,5454.450195,5499.399902,242000,26-08-2013,0,8,-0.4164072882147008,2,62767.17865400009,63019.07757600009,short,251.89892200000122,-11.0
149,149,149,5287.450195,5427.399902,5274.25,5426.5,306000,27-08-2013,1,8,-2.562421542430658,0,63019.07757600009,64548.62543100009,short,1529.5478549999962,-11.0
150,150,150,5285.0,5317.700195,5118.850098,5233.450195,336000,28-08-2013,2,8,0.9850061255813604,4,64548.62543100009,63930.02777100009,short,-618.5976599999958,-12.0
151,151,151,5409.049805,5428.899902,5303.0,5316.5,326500,29-08-2013,3,8,1.7408032540204958,5,63930.02777100009,62819.430111000096,short,-1110.5976599999958,-12.0
152,152,152,5471.799805,5493.299805,5360.200195,5407.450195,336400,30-08-2013,4,8,1.1900176179061286,5,62819.430111000096,62111.5844010001,short,-707.8457099999923,-11.0
153,153,153,5550.75,5564.899902,5478.850098,5480.25,214200,02-09-2013,0,9,1.2864376625153962,5,62111.5844010001,61336.0844010001,short,-775.5,-11.0
154,154,154,5341.450195,5580.950195,5323.75,5574.700195,250300,03-09-2013,1,9,-4.18408150826127,0,61336.0844010001,63901.8344010001,short,2565.75,-11.0
155,155,155,5448.100098,5460.25,5318.899902,5358.649902,237200,04-09-2013,2,9,1.6692674019740388,5,63901.8344010001,62917.8822450001,short,-983.9521559999976,-11.0
156,156,156,5592.950195,5625.75,5552.700195,5553.75,274900,05-09-2013,3,9,0.7058329056943569,4,62917.8822450001,62486.6801000001,short,-431.20214500000384,-11.0
157,157,157,5680.399902,5688.600098,5566.149902,5617.450195,253000,06-09-2013,4,9,1.1206099709798987,5,62486.6801000001,61794.2333230001,short,-692.4467769999974,-11.0
158,158,158,5896.75,5904.850098,5738.200195,5738.5,275200,10-09-2013,1,9,2.7576892916267317,5,61794.2333230001,60211.7333230001,short,-1582.5,-10.0
159,159,159,5913.149902,5924.350098,5832.700195,5887.25,265000,11-09-2013,2,9,0.4399320905346318,3,60211.7333230001,59952.7343030001,short,-258.9990200000011,-10.0
160,160,160,5850.700195,5932.0,5815.799805,5931.149902,273000,12-09-2013,3,9,-1.356393082779309,0,59952.7343030001,60757.2313730001,short,804.4970699999976,-10.0
161,161,161,5850.600098,5884.299805,5822.899902,5828.0,190800,13-09-2013,4,9,0.3877847975291676,3,60757.2313730001,60531.2303930001,short,-226.0009799999989,-10.0
162,162,162,5840.549805,5957.25,5798.149902,5930.299805,219500,16-09-2013,0,9,-1.513414210936339,0,60531.2303930001,61428.7303930001,short,897.5,-10.0
163,163,163,5850.200195,5857.799805,5804.899902,5824.200195,157900,17-09-2013,1,9,0.4464132263571685,3,61428.7303930001,61168.7303930001,short,-260.0,-10.0
